reading_id,sensor_id,value,recorded_at,sensor_type
113,5,1101.442626953125,2024-12-27 22:18:13.268249,TDS
114,3,17.25,2024-12-27 22:28:13.661039,Temp
115,4,7.808996677398682,2024-12-27 22:28:13.955605,PH
116,5,1128.108642578125,2024-12-27 22:28:14.214284,TDS
117,3,17.25,2024-12-27 22:38:14.859015,Temp
118,4,7.820152759552002,2024-12-27 22:38:15.251569,PH
119,5,1112.182373046875,2024-12-27 22:38:15.663992,TDS
120,3,17.25,2024-12-27 22:48:16.054094,Temp
121,4,7.81916332244873,2024-12-27 22:48:16.36185,PH
122,5,1120.119384765625,2024-12-27 22:48:16.770019,TDS
123,3,17.25,2024-12-27 22:58:17.110139,Temp
124,4,7.8181734085083,2024-12-27 22:58:17.36693,PH
1255,4,7.588304042816162,2024-12-30 13:55:33.79019,PH
125,5,1078.1517333984375,2024-12-27 22:58:17.700348,TDS
126,3,17.25,2024-12-27 23:08:18.157366,Temp
127,4,7.8170037269592285,2024-12-27 23:08:18.487959,PH
128,5,1130.296630859375,2024-12-27 23:08:18.795668,TDS
129,3,17.25,2024-12-27 23:18:19.23823,Temp
130,4,7.81187629699707,2024-12-27 23:18:19.631703,PH
131,5,1095.7540283203125,2024-12-27 23:18:20.060726,TDS
132,3,17.1875,2024-12-27 23:28:20.337168,Temp
133,4,7.815834045410156,2024-12-27 23:28:20.628104,PH
134,5,1117.9495849609375,2024-12-27 23:28:20.92881,TDS
135,3,17.1875,2024-12-27 23:38:21.527788,Temp
136,4,7.809176921844482,2024-12-27 23:38:21.930848,PH
137,5,1098.594970703125,2024-12-27 23:38:22.340634,TDS
138,3,17.1875,2024-12-27 23:48:22.727278,Temp
139,4,7.819613456726074,2024-12-27 23:48:22.991711,PH
140,5,1129.56689453125,2024-12-27 23:48:23.376658,TDS
141,3,17.1875,2024-12-27 23:58:23.810842,Temp
142,4,7.831758975982666,2024-12-27 23:58:24.215688,PH
143,5,1105.7269287109375,2024-12-27 23:58:24.50146,TDS
144,3,17.1875,2024-12-28 00:08:25.003563,Temp
145,4,7.818083763122559,2024-12-28 00:08:25.409693,PH
146,5,1076.05712890625,2024-12-28 00:08:25.710479,TDS
147,3,17.1875,2024-12-28 00:18:26.095317,Temp
148,4,7.806567668914795,2024-12-28 00:18:26.451498,PH
149,5,1120.843505859375,2024-12-28 00:18:26.807447,TDS
150,3,17.125,2024-12-28 00:28:27.29891,Temp
151,4,7.800629615783691,2024-12-28 00:28:27.65003,PH
152,5,1113.62158203125,2024-12-28 00:28:28.008314,TDS
153,3,17.125,2024-12-28 00:38:28.385161,Temp
154,4,7.8064775466918945,2024-12-28 00:38:28.82973,PH
155,5,1128.108642578125,2024-12-28 00:38:29.160906,TDS
156,3,17.125,2024-12-28 00:48:29.47504,Temp
157,4,7.806297779083252,2024-12-28 00:48:29.786388,PH
158,5,1121.568115234375,2024-12-28 00:48:30.083254,TDS
159,3,17.125,2024-12-28 00:58:30.589643,Temp
160,4,7.80503797531128,2024-12-28 00:58:30.965358,PH
161,5,1117.9495849609375,2024-12-28 00:58:31.3396,TDS
162,3,17.125,2024-12-28 01:08:31.774391,Temp
163,4,7.806567668914795,2024-12-28 01:08:32.083139,PH
164,5,1120.843505859375,2024-12-28 01:08:32.450627,TDS
165,3,17.125,2024-12-28 01:18:33.117073,Temp
166,4,7.80440855026245,2024-12-28 01:18:33.520565,PH
167,5,1095.7540283203125,2024-12-28 01:18:34.027089,TDS
168,3,17.125,2024-12-28 01:28:34.417365,Temp
169,4,7.791003227233887,2024-12-28 01:28:35.108118,PH
170,5,1115.0625,2024-12-28 01:28:35.509238,TDS
171,3,17.125,2024-12-28 01:38:35.624058,Temp
172,4,7.80242919921875,2024-12-28 01:38:36.023203,PH
173,5,1105.01171875,2024-12-28 01:38:36.484374,TDS
174,3,17.125,2024-12-28 01:48:36.918672,Temp
175,4,7.81376552581787,2024-12-28 01:48:37.381877,PH
176,5,1100.72998046875,2024-12-28 01:48:38.037759,TDS
177,3,17.125,2024-12-28 01:58:38.281672,Temp
178,4,7.8181734085083,2024-12-28 01:58:38.67421,PH
179,5,1100.0179443359375,2024-12-28 01:58:38.953786,TDS
180,3,17.125,2024-12-28 02:08:39.673092,Temp
181,4,7.8145751953125,2024-12-28 02:08:40.027423,PH
182,5,1129.56689453125,2024-12-28 02:08:40.556865,TDS
183,3,17.125,2024-12-28 02:18:40.985719,Temp
184,4,7.8144850730896,2024-12-28 02:18:41.384016,PH
185,5,1107.158447265625,2024-12-28 02:18:41.889703,TDS
186,3,17.0625,2024-12-28 02:28:42.226797,Temp
187,4,7.81898307800293,2024-12-28 02:28:43.018761,PH
188,5,1090.0926513671875,2024-12-28 02:28:43.42615,TDS
189,3,17.0625,2024-12-28 02:38:43.891923,Temp
190,4,7.816104412078857,2024-12-28 02:38:44.23193,PH
191,5,1133.219970703125,2024-12-28 02:38:44.79951,TDS
192,3,17.0625,2024-12-28 02:48:45.226495,Temp
193,4,7.8150248527526855,2024-12-28 02:48:45.681067,PH
194,5,1105.01171875,2024-12-28 02:48:46.041629,TDS
195,3,17.0625,2024-12-28 02:58:46.52517,Temp
196,4,7.818803310394287,2024-12-28 02:58:46.918319,PH
197,5,1109.30908203125,2024-12-28 02:58:47.192271,TDS
198,3,17.0625,2024-12-28 03:08:47.579017,Temp
199,4,7.818443775177002,2024-12-28 03:08:47.920936,PH
200,5,1107.874755859375,2024-12-28 03:08:48.278217,TDS
201,3,17.0625,2024-12-28 03:18:48.908634,Temp
202,4,7.828339576721191,2024-12-28 03:18:49.380861,PH
203,5,1104.297119140625,2024-12-28 03:18:49.908248,TDS
204,3,17.0625,2024-12-28 03:28:50.099151,Temp
205,4,7.825640678405762,2024-12-28 03:28:50.45956,PH
206,5,1132.488525390625,2024-12-28 03:28:50.813253,TDS
207,3,17.0625,2024-12-28 03:38:51.288349,Temp
208,4,7.830769062042236,2024-12-28 03:38:51.589246,PH
209,5,1135.4171142578125,2024-12-28 03:38:52.098729,TDS
210,3,17.0625,2024-12-28 03:48:52.369778,Temp
211,4,7.82006311416626,2024-12-28 03:48:52.769884,PH
212,5,1105.01171875,2024-12-28 03:48:53.180361,TDS
213,3,17.0625,2024-12-28 03:58:53.473204,Temp
214,4,7.807377338409424,2024-12-28 03:58:53.730185,PH
215,5,1136.150390625,2024-12-28 03:58:53.995579,TDS
216,3,17.0625,2024-12-28 04:08:54.516486,Temp
217,4,7.808547019958496,2024-12-28 04:08:54.913181,PH
218,5,1105.01171875,2024-12-28 04:08:55.361831,TDS
219,3,17.0625,2024-12-28 04:18:55.750618,Temp
220,4,7.810526371002197,2024-12-28 04:18:56.157905,PH
221,5,1120.119384765625,2024-12-28 04:18:56.557268,TDS
222,3,17,2024-12-28 04:28:56.895954,Temp
223,4,7.82105255126953,2024-12-28 04:28:57.35718,PH
224,5,1105.01171875,2024-12-28 04:28:57.660041,TDS
225,3,17.0625,2024-12-28 04:38:58.136114,Temp
226,4,7.83391809463501,2024-12-28 04:38:58.417046,PH
227,5,1128.108642578125,2024-12-28 04:38:58.753545,TDS
228,3,17.0625,2024-12-28 04:48:59.232493,Temp
229,4,7.587764263153076,2024-12-28 04:48:59.538968,PH
230,5,1103.582763671875,2024-12-28 04:48:59.945775,TDS
231,3,17.0625,2024-12-28 04:59:00.435349,Temp
232,4,7.60107946395874,2024-12-28 04:59:00.743776,PH
233,5,1120.843505859375,2024-12-28 04:59:01.101406,TDS
234,3,17,2024-12-28 05:09:01.624544,Temp
235,4,7.8181734085083,2024-12-28 05:09:02.030011,PH
236,5,1109.30908203125,2024-12-28 05:09:02.438902,TDS
237,3,17,2024-12-28 05:19:02.775036,Temp
238,4,7.8064775466918945,2024-12-28 05:19:03.172585,PH
239,5,1124.470703125,2024-12-28 05:19:03.508583,TDS
240,3,17.0625,2024-12-28 05:29:03.971716,Temp
241,4,7.80611753463745,2024-12-28 05:29:04.421272,PH
242,5,1095.7540283203125,2024-12-28 05:29:04.782461,TDS
243,3,17,2024-12-28 05:39:05.165199,Temp
244,4,7.793702125549316,2024-12-28 05:39:05.618826,PH
245,5,1120.843505859375,2024-12-28 05:39:06.027958,TDS
246,3,17,2024-12-28 05:49:06.42114,Temp
247,4,7.780567169189453,2024-12-28 05:49:06.817838,PH
248,5,1136.150390625,2024-12-28 05:49:07.437438,TDS
249,3,17,2024-12-28 05:59:07.720571,Temp
250,4,7.783445358276367,2024-12-28 05:59:08.223836,PH
251,5,1134.684326171875,2024-12-28 05:59:08.611395,TDS
252,3,17,2024-12-28 06:09:09.011068,Temp
253,4,7.77642822265625,2024-12-28 06:09:09.545361,PH
254,5,1135.4171142578125,2024-12-28 06:09:09.933186,TDS
255,3,17,2024-12-28 06:19:10.08036,Temp
256,4,7.7790374755859375,2024-12-28 06:19:10.611201,PH
257,5,1103.582763671875,2024-12-28 06:19:11.020265,TDS
258,3,17,2024-12-28 06:29:11.404263,Temp
259,4,7.780386924743652,2024-12-28 06:29:11.704677,PH
260,5,1105.01171875,2024-12-28 06:29:12.113883,TDS
261,3,17,2024-12-28 06:39:12.603774,Temp
262,4,7.772559642791748,2024-12-28 06:39:13.010274,PH
263,5,1128.108642578125,2024-12-28 06:39:13.361003,TDS
264,3,17.0625,2024-12-28 06:49:13.69893,Temp
265,4,7.78389549255371,2024-12-28 06:49:14.107887,PH
266,5,1099.30615234375,2024-12-28 06:49:14.51281,TDS
267,3,17,2024-12-28 06:59:14.890204,Temp
268,4,7.781736373901367,2024-12-28 06:59:15.163478,PH
269,5,1073.270263671875,2024-12-28 06:59:15.505806,TDS
270,3,17,2024-12-28 07:09:15.99312,Temp
271,4,7.785424709320068,2024-12-28 07:09:16.393403,PH
272,5,1105.01171875,2024-12-28 07:09:16.799357,TDS
273,3,17,2024-12-28 07:19:17.037375,Temp
274,4,7.788753986358643,2024-12-28 07:19:17.28993,PH
275,5,1125.1973876953125,2024-12-28 07:19:17.583869,TDS
276,3,17,2024-12-28 07:29:18.082216,Temp
277,4,7.798201084136963,2024-12-28 07:29:18.581631,PH
278,5,1124.470703125,2024-12-28 07:29:18.869763,TDS
279,3,17,2024-12-28 07:39:19.333143,Temp
280,4,7.809176921844482,2024-12-28 07:39:19.732387,PH
281,5,1099.30615234375,2024-12-28 07:39:20.097871,TDS
282,3,17,2024-12-28 07:49:20.419012,Temp
283,4,7.816014289855957,2024-12-28 07:49:20.768204,PH
284,5,1084.4583740234375,2024-12-28 07:49:21.036377,TDS
285,3,17,2024-12-28 07:59:21.537819,Temp
286,4,7.8138556480407715,2024-12-28 07:59:21.86687,PH
287,5,1098.594970703125,2024-12-28 07:59:22.1394,TDS
288,3,17,2024-12-28 08:09:22.773625,Temp
289,4,7.826271057128906,2024-12-28 08:09:23.177343,PH
290,5,1094.336181640625,2024-12-28 08:09:23.589543,TDS
291,3,17,2024-12-28 08:19:23.975638,Temp
292,4,7.826180934906006,2024-12-28 08:19:24.263682,PH
293,5,1126.652099609375,2024-12-28 08:19:24.687386,TDS
294,3,17,2024-12-28 08:29:25.05011,Temp
295,4,7.81358528137207,2024-12-28 08:29:25.565337,PH
296,5,1131.02685546875,2024-12-28 08:29:25.869188,TDS
297,3,17,2024-12-28 08:39:26.370108,Temp
298,4,7.80890655517578,2024-12-28 08:39:26.708653,PH
299,5,1097.884033203125,2024-12-28 08:39:27.184705,TDS
300,3,16.9375,2024-12-28 08:49:27.570568,Temp
301,4,7.821592807769775,2024-12-28 08:49:27.975986,PH
302,5,1117.9495849609375,2024-12-28 08:49:28.489147,TDS
303,3,17,2024-12-28 08:59:28.709348,Temp
304,4,7.823122024536133,2024-12-28 08:59:29.120028,PH
305,5,1135.4171142578125,2024-12-28 08:59:29.384649,TDS
306,3,17,2024-12-28 09:09:29.869307,Temp
307,4,7.8222222328186035,2024-12-28 09:09:30.187145,PH
308,5,1088.6815185546875,2024-12-28 09:09:30.600231,TDS
309,3,17,2024-12-28 09:19:31.045374,Temp
310,4,7.823212146759033,2024-12-28 09:19:31.494339,PH
311,5,1115.0625,2024-12-28 09:19:31.976081,TDS
312,3,17,2024-12-28 09:29:32.298188,Temp
313,4,7.8125958442688,2024-12-28 09:29:32.653275,PH
314,5,1114.3419189453125,2024-12-28 09:29:33.004121,TDS
315,3,17,2024-12-28 09:39:33.433134,Temp
316,4,7.813225269317627,2024-12-28 09:39:33.841687,PH
317,5,1110.0267333984375,2024-12-28 09:39:34.249244,TDS
318,3,17,2024-12-28 09:49:34.635743,Temp
319,4,7.8162841796875,2024-12-28 09:49:35.03114,PH
320,5,1082.3524169921875,2024-12-28 09:49:35.312752,TDS
321,3,17,2024-12-28 09:59:35.923223,Temp
322,4,7.804858684539795,2024-12-28 09:59:36.222024,PH
323,5,1081.6512451171875,2024-12-28 09:59:36.484314,TDS
324,3,17,2024-12-28 10:09:37.117965,Temp
325,4,7.808996677398682,2024-12-28 10:09:37.422702,PH
326,5,1115.78369140625,2024-12-28 10:09:37.782167,TDS
327,3,17,2024-12-28 10:19:38.218369,Temp
328,4,7.79505205154419,2024-12-28 10:19:38.678749,PH
329,5,1084.4583740234375,2024-12-28 10:19:38.936099,TDS
330,3,17,2024-12-28 10:29:39.417577,Temp
331,4,7.8083672523498535,2024-12-28 10:29:39.815599,PH
332,5,1097.884033203125,2024-12-28 10:29:40.227403,TDS
333,3,17,2024-12-28 10:39:40.556784,Temp
334,4,7.817993640899658,2024-12-28 10:39:40.855392,PH
335,5,1125.924560546875,2024-12-28 10:39:41.215684,TDS
336,3,17,2024-12-28 10:49:41.638915,Temp
337,4,7.826990604400635,2024-12-28 10:49:41.899365,PH
338,5,1106.4423828125,2024-12-28 10:49:42.158067,TDS
339,3,17,2024-12-28 10:59:42.821249,Temp
340,4,7.838776588439941,2024-12-28 10:59:43.102394,PH
341,5,1100.72998046875,2024-12-28 10:59:43.373954,TDS
342,3,17,2024-12-28 11:09:43.99508,Temp
343,4,7.832388401031494,2024-12-28 11:09:44.357189,PH
344,5,1098.594970703125,2024-12-28 11:09:44.6548,TDS
345,3,16.9375,2024-12-28 11:19:45.252354,Temp
346,4,7.822312355041504,2024-12-28 11:19:45.60161,PH
347,5,1089.386962890625,2024-12-28 11:19:45.869035,TDS
348,3,17,2024-12-28 11:29:46.506592,Temp
349,4,7.825371265411377,2024-12-28 11:29:47.010188,PH
350,5,1098.594970703125,2024-12-28 11:29:47.446711,TDS
351,3,16.9375,2024-12-28 11:39:47.737841,Temp
352,4,7.81718397140503,2024-12-28 11:39:48.192384,PH
353,5,1085.1611328125,2024-12-28 11:39:48.571262,TDS
354,3,17,2024-12-28 11:49:48.950868,Temp
355,4,7.828789710998535,2024-12-28 11:49:49.295342,PH
356,5,1090.0926513671875,2024-12-28 11:49:49.558776,TDS
357,3,16.9375,2024-12-28 11:59:50.143434,Temp
358,4,7.838956356048584,2024-12-28 11:59:50.831504,PH
359,5,1114.3419189453125,2024-12-28 11:59:51.509954,TDS
360,3,16.9375,2024-12-28 12:09:51.346499,Temp
361,4,7.838866710662842,2024-12-28 12:09:51.81756,PH
362,5,1110.0267333984375,2024-12-28 12:09:52.208316,TDS
363,3,16.9375,2024-12-28 12:19:52.519936,Temp
364,4,7.846153736114502,2024-12-28 12:19:52.986324,PH
365,5,1128.8375244140625,2024-12-28 12:19:53.493058,TDS
366,3,17,2024-12-28 12:29:53.675883,Temp
367,4,7.85434103012085,2024-12-28 12:29:53.94523,PH
368,5,1116.5052490234375,2024-12-28 12:29:54.361758,TDS
369,3,16.9375,2024-12-28 12:39:54.82258,Temp
370,4,7.843814849853516,2024-12-28 12:39:55.166745,PH
371,5,1109.30908203125,2024-12-28 12:39:55.426819,TDS
372,3,16.9375,2024-12-28 12:49:56.067929,Temp
373,4,7.852901935577393,2024-12-28 12:49:56.436756,PH
374,5,1100.72998046875,2024-12-28 12:49:56.833161,TDS
375,3,16.9375,2024-12-28 12:59:57.284842,Temp
376,4,7.865137100219727,2024-12-28 12:59:57.626698,PH
377,5,1091.5054931640625,2024-12-28 12:59:57.977859,TDS
378,3,16.9375,2024-12-28 13:09:58.385977,Temp
379,4,7.864507675170898,2024-12-28 13:09:58.888583,PH
380,5,1109.30908203125,2024-12-28 13:09:59.171778,TDS
381,3,16.9375,2024-12-28 13:19:59.664388,Temp
382,4,7.863428115844727,2024-12-28 13:20:00.002174,PH
383,5,1108.5916748046875,2024-12-28 13:20:00.471168,TDS
384,3,16.9375,2024-12-28 13:30:00.802843,Temp
385,4,7.853171348571777,2024-12-28 13:30:01.150421,PH
386,5,1088.6815185546875,2024-12-28 13:30:01.436995,TDS
387,3,16.9375,2024-12-28 13:40:02.078205,Temp
388,4,7.859469413757324,2024-12-28 13:40:02.429861,PH
389,5,1085.8643798828125,2024-12-28 13:40:02.69476,TDS
390,3,16.9375,2024-12-28 13:50:03.26327,Temp
391,4,7.858209609985352,2024-12-28 13:50:03.529912,PH
392,5,1090.0926513671875,2024-12-28 13:50:03.937402,TDS
393,3,17,2024-12-28 14:00:04.323374,Temp
394,4,7.849122524261475,2024-12-28 14:00:04.746336,PH
395,5,1118.6724853515625,2024-12-28 14:00:05.175616,TDS
396,3,16.9375,2024-12-28 14:10:05.510599,Temp
397,4,7.834997653961182,2024-12-28 14:10:05.798927,PH
398,5,1130.296630859375,2024-12-28 14:10:06.248435,TDS
399,3,16.9375,2024-12-28 14:20:06.737862,Temp
400,4,7.824021816253662,2024-12-28 14:20:07.152112,PH
401,5,1092.9200439453125,2024-12-28 14:20:07.548871,TDS
402,3,16.9375,2024-12-28 14:30:07.931337,Temp
403,4,7.816643714904785,2024-12-28 14:30:08.288347,PH
404,5,1103.582763671875,2024-12-28 14:30:08.646042,TDS
405,3,16.9375,2024-12-28 14:40:09.131365,Temp
406,4,7.809536933898926,2024-12-28 14:40:09.539264,PH
407,5,1093.6278076171875,2024-12-28 14:40:09.852989,TDS
408,3,16.9375,2024-12-28 14:50:10.331809,Temp
409,4,7.808996677398682,2024-12-28 14:50:10.73005,PH
410,5,1088.6815185546875,2024-12-28 14:50:11.039366,TDS
411,3,16.9375,2024-12-28 15:00:11.470755,Temp
412,4,7.806747913360596,2024-12-28 15:00:11.762561,PH
413,5,1097.173583984375,2024-12-28 15:00:12.07664,TDS
414,3,16.9375,2024-12-28 15:10:12.563545,Temp
415,4,7.81709384918213,2024-12-28 15:10:12.913202,PH
416,5,1124.470703125,2024-12-28 15:10:13.224775,TDS
417,3,16.9375,2024-12-28 15:20:13.76367,Temp
418,4,7.830049514770508,2024-12-28 15:20:14.223839,PH
419,5,1097.173583984375,2024-12-28 15:20:14.580456,TDS
420,3,16.9375,2024-12-28 15:30:14.955876,Temp
421,4,7.820692539215088,2024-12-28 15:30:15.314155,PH
422,5,1123.0185546875,2024-12-28 15:30:15.669506,TDS
423,3,16.9375,2024-12-28 15:40:16.102781,Temp
424,4,7.818803310394287,2024-12-28 15:40:16.393179,PH
425,5,1120.119384765625,2024-12-28 15:40:16.65902,TDS
426,3,16.875,2024-12-28 15:50:17.300447,Temp
427,4,7.809356689453125,2024-12-28 15:50:17.700704,PH
428,5,1104.297119140625,2024-12-28 15:50:17.964454,TDS
429,3,16.9375,2024-12-28 16:00:18.37647,Temp
430,4,7.8083672523498535,2024-12-28 16:00:18.749371,PH
431,5,1105.01171875,2024-12-28 16:00:19.108492,TDS
432,3,16.9375,2024-12-28 16:10:19.49462,Temp
433,4,7.809986114501953,2024-12-28 16:10:19.900146,PH
434,5,1120.843505859375,2024-12-28 16:10:20.259003,TDS
435,3,16.9375,2024-12-28 16:20:20.689442,Temp
436,4,7.812415599822998,2024-12-28 16:20:21.040834,PH
437,5,1103.582763671875,2024-12-28 16:20:21.302047,TDS
438,3,16.9375,2024-12-28 16:30:21.846361,Temp
439,4,7.806657791137695,2024-12-28 16:30:22.294318,PH
440,5,1082.3524169921875,2024-12-28 16:30:22.650371,TDS
441,3,16.9375,2024-12-28 16:40:23.083598,Temp
442,4,7.817813396453857,2024-12-28 16:40:23.482943,PH
443,5,1132.488525390625,2024-12-28 16:40:23.794181,TDS
444,3,16.9375,2024-12-28 16:50:24.278173,Temp
445,4,7.808007717132568,2024-12-28 16:50:24.553583,PH
446,5,1106.4423828125,2024-12-28 16:50:24.898421,TDS
447,3,16.875,2024-12-28 17:00:25.350484,Temp
